No.,Data perangkat,Unit,Merk,Tipe,S/N,Lokasi,Data Pemeliharaan,IP
,Automatic Gate,1,KABA,Autogate 09,192.168.5.203,,,
,Automatic Gate,1,KABA,Autogate 10,192.168.5.209,,,
,Automatic Gate,1,KABA,Autogate 11,192.168.5.206,,,
,Automatic Gate,1,KABA,Autogate 12,,,,
,,,,,,,,
,Printer Garuda,1,Epson,TM-L500a,NZ4F003081,Counter Checkin A1,,
,Printer Garuda,1,Epson,TM-L500a,NZ4F003116,Counter Checkin A2,,
,Printer Garuda,1,Epson,TM-L500a,NZ4F003184,Counter Checkin A3,,
,Printer Garuda,1,Epson,TM-L500a,NZ4F003124,Counter Checkin A4,,
,Printer Garuda,1,Epson,TM-L500a,NZ4F003068,Counter Checkin A5,,
,Printer Garuda,1,Epson,TM-L500a,NZ4F003090,Counter Checkin A6,,
,Printer Garuda,1,Epson,TM-L500a,NZ4F003069,Counter Checkin A7,,
,Printer Garuda,1,Epson,TM-L500a,NZ4F003077,Counter Checkin A8,,
,Printer Garuda,1,Epson,TM-L500a,NZ4F003123,Counter Checkin A9,,
,Printer Garuda,1,Epson,TM-L500a,NZ4F003155,Counter Checkin A10,,
,Printer Garuda,1,Epson,TM-L500a,NZ4F003060,Counter Checkin A11,,
,Printer Garuda,1,Epson,TM-L500a,NZ4F003057,Counter Checkin A14,,
,Printer Garuda,1,Epson,TM-L500a,NZ4F003183,Counter Checkin A15,,
,Printer Garuda,1,Epson,TM-L500a,NZ4F003158,Counter Checkin A16,,
,Printer Garuda,1,Epson,TM-L500a,NZ4F003157,Counter Checkin A17,,
,Printer Garuda,1,Epson,TM-L500a,UC4F001156,Counter Checkin A18,,
,Printer Garuda,1,Epson,TM-L500a,UC4F001130,Counter Checkin A19,,
,Printer Garuda,1,Epson,TM-L500a,UC4F001164,Counter Checkin A20,,
,Printer Garuda,1,Epson,TM-L500a,NZ4F003061,Counter Checkin A21,,
,Printer Garuda,1,Epson,TM-L500a,NZ4F003112,Counter Checkin A22,,
,Printer Garuda,1,Epson,TM-L500a,NZ4F003111,Counter Checkin A23,,
,Printer Garuda,1,Epson,TM-L500a,NZ4F003058,Counter Checkin B4,,
,Printer Garuda,1,Epson,TM-L500a,NZ4F003095,Counter Checkin B5,,
,Printer Garuda,1,Epson,TM-L500a,NZ4F003089,Counter Checkin B6,,
,Printer Garuda,1,Epson,TM-L500a,NZ4F003105,Counter Checkin B7,,
,Printer Garuda,1,Epson,TM-L500a,UC4F001139,Counter Checkin B8,,
,Printer Garuda,1,Epson,TM-L500a,UC4F001140,Counter Checkin B9,,
,Printer Garuda,1,Epson,TM-L500a,NZ4F003129,Counter Checkin B10,,
,Printer Garuda,1,Epson,TM-L500a,NZ4F003087,Counter Checkin B11,,
,Printer Garuda,1,Epson,TM-L500a,NZ4F003131,Epson Service Center Medan (1),,
,Kios validasi Gate,1,,,,Gate 1,192.168.5.186,
,Kios validasi Gate,1,,,,Gate 2,192.168.5.187,
,Kios validasi Gate,1,,,,Gate 3,192.168.5.188,
,Kios validasi Gate,1,,,,Gate 4,192.168.5.189,
,Kios validasi Gate,1,,,,Gate 5,192.168.5.190,
,Kios validasi Gate,1,,,,Gate 6,192.168.5.191,
,Kios validasi Gate,1,,,,Gate 7,192.168.5.192,
,Kios validasi Gate,1,,,,Gate 8,192.168.5.193,
,Kios validasi Gate,1,,,,Gate 9,192.168.5.194,
,Kios validasi Gate,1,,,,Gate 10,192.168.5.195,
,Kios validasi Gate,1,,,,Gate 11,192.168.5.196,
,Kios validasi Gate,1,,,,Ruang stanby APPS (1),,
,Kios validasi Gate,8,,,,Ruang MES APS (8),,
,,,,,,,,
20,UPS 1200va,1,Pascal,P-1200CLU,CLUC1K2AC073,Ruang Stanby APPS (8)/Rusak,,
,UPS 1200va,1,Pascal,P-1200CLU,CLUC1K2AC075,Ruang Stanby APPS (8)/Rusak,,
,UPS 1200va,1,Pascal,P-1200CLU,CLUC1K2AC076,Ruang Stanby APPS (8)/Rusak,,
,UPS 1200va,1,Pascal,P-1200CLU,CLUC1K2AC077,Ruang Stanby APPS (8)/Rusak,,
,UPS 1200va,1,Pascal,P-1200CLU,CLUC1K2AC078,Ruang Stanby APPS (8)/Rusak,,
,UPS 1200va,1,Pascal,P-1200CLU,CLUC1K2AC080,Ruang Stanby APPS (8)/Rusak,,
,UPS 1200va,1,Pascal,P-1200CLU,CLUD1K2AB831,Ruang Stanby APPS (8)/Rusak,,
,UPS 1200va,1,Pascal,P-1200CLU,CLUD1K2AB832,Ruang Stanby APPS (8)/Rusak,,
21,UPS 850va,1,Pascal,P-850CLU,CLUN85AB1494,Ruang Stanby (2)/Rusak,,
,UPS 850va,1,Pascal,P-850CLU,CLUN85AB1494,Ruang Stanby (2)/Rusak,,
,UPS 850va,1,Pascal,P-850CLU,CWF85AD325,Kios 2,192.168.5.177,
,UPS 850va,1,Pascal,P-850CLU,CLUF85AD322,Kios 4,192.168.5.179,
,UPS 850va,1,Pascal,P-850CLU,CLUF85AD324,Kios 5,192.168.5.181,
,UPS 850va,1,Pascal,P-850CLU,CLUL85AD387,Kios 8,192.168.5.184,
,UPS 850va,4,Pascal,P-850CLU,Autogate system (4),,,
,UPS 850va,2,Pascal,P-850CLU,Island B (2),,,
22,UPS 600va,1,Pascal,P-600WL,WLC60AD263,Ruang Stanby APPS (3)/Rusak,,
,UPS 600va,1,Pascal,P-600WL,WLC60AD273,Ruang Stanby APPS (3)/Rusak,,
,UPS 600va,1,Pascal,P-600WL,WLD60AB544,Ruang Stanby APPS (3)/Rusak,,
,UPS 600va,1,Pascal,P-600WL,WLC60ND267,Kios gate 1,,
,UPS 600va,1,Pascal,P-600WL,WLD60AB543,Kios gate 2,,
,UPS 600va,1,Pascal,P-600WL,WLD60AB542,Kios gate 3,,
,UPS 600va,1,Pascal,P-600WL,WLH60AA2026,Kios gate 5,,
,UPS 600va,1,Pascal,P-600WL,WLD60AB546,Kios gate 6,,
,UPS 600va,1,Pascal,P-600WL,WLM60AA5345,Kios gate 7,,
,UPS 600va,1,Pascal,P-600WL,WLC60AD250,Kios gate 8,,
,UPS 600va,1,Pascal,P-600WL,WLC60AD249,Kios gate 9,,
,UPS 600va,1,Pascal,P-600WL,WLC60AD264,Kios gate 10,,
,UPS 600va,1,Pascal,P-600WL,WLC60AD266,Kios gate 11,,
23,Harddisk,1,Seagate,Pipeline HD/250GB,6VVLT97W,Ruang Stanby APPS (4),,
,Harddisk,1,Seagate,Pipeline HD/250GB,5VV9P2JQ,Ruang Stanby APPS (4),,
,Harddisk,1,Seagate,Pipeline HD/250GB,6VVEHTW2,Ruang Stanby APPS (4),,
,Harddisk,1,WD,WD500OAAKX/500GB,WCAV90995467,Ruang Stanby APPS (4),,
,Harddisk,1,Seagate,ST1000DM003/1TB,S1D809J5,Ruang Stanby APPS (3)/Rusak,,
,Harddisk,1,Seagate,Barracuda 7200/500GB,9MW839K,Ruang Stanby APPS (3)/Rusak,,
,Harddisk,1,Seagate,Pipeline HD/250GB,5VV95CVP,Ruang Stanby APPS (3)/Rusak,,
24,Motherboard,1,ECS,H61H2-MV,,Ruang Stanby APPS (1),,
,Motherboard,1,MSI,H61M-P35,601-7680-420B1202024117,Ruang Stanby APPS (3)/Rusak,,
,Motherboard,1,MSI,H61M-P36,601-7680-420B1202023458,Ruang Stanby APPS (3)/Rusak,,
,Motherboard,1,Biostar,G41 HD,H104609931,Ruang Stanby APPS (3)/Rusak,,
25,Scanner Passport,1,,,,Ruang Stanby APPS (1),,
26,Keyboard Logitech,5,Logitech,K120,,Ruang Stanby APPS (5),,
27,Mouse Optik,5,Logitech,,,Ruang Stanby APPS (5),,
28,Multitester Voltage,1,SANWA,CD800A,12125011706,Ruang Stanby APPS (1),,
29,Testermeter RJ45,1,,13022500045,,Ruang Stanby APPS (1),,
30,Vacum Cleaner,1,Hitachi,T9000058,,Ruang Stanby APPS (1),,
31,Printer Office,1,EPSON,L-220,WN5P155074,Meja Stanby APPS (1),,
32,HT,1,HYT,TC-700U(5)/2tone,14425DO134,Ruang Stanby APPS (2),,
,HT,1,HYT,TC-700U(5)/2tone,14425DO135,Ruang Stanby APPS (2),,
33,Memmory,2,V-Gen,Ruang Stanby (2),,,,
34,Fan processor,3,Ruang stanby (3),,,,,
